year,month,day,time,dayOfYear,satellite,Erlin,Sanchong,Sanyi,Tucheng,Shilin,Datong,Dali,Dayuan,Daliao,Xiaogang,Zhongshan,Zhongli,Renwu,Douliu,Dongshan,Guting,Zuoying,Pingzhen,Yonghe,Annan,Puzi,Xizhi,Zhushan,Zhudong,Xitun,Shalu,Yilan,Zhongming,Songshan,Banqiao,Linkou,Linyuan,Hualien,Kinmen,Qianjin,Qianzhen,Nantou,Pingtung,Hengchun,Meinong,Miaoli,Puli,Taoyuan,Magong,Matsu,Keelung,Lunbei,Tamsui,Mailiao,Shanhua,Fuxing,Hukou,Cailiao,Yangming,Hsinchu,Xindian,Xinzhuang,Xingang,Xinying,Nanzi,Wanli,Wanhua,Chiayi,Changhua,Taixi,Taitung,Tainan,Fengshan,Chaozhou,Xianxi,Qiaotou,Toufen,Longtan,Fengyuan,Guanshan,Guanyin
2015,01,10,02:25,10,terra,0.885,.,0.728,.,.,.,0.597,.,.,.,.,.,.,1.075,.,.,.,.,.,0.59,0.847,.,.,0.085,.,0.729,.,0.597,.,.,.,.,.,.,.,.,.,.,.,0.4,0.19,.,.,.,.,.,0.942,.,0.84,0.523,.,0.187,.,.,0.218,.,.,0.847,0.579,.,.,.,0.7,.,0.84,.,.,.,0.663,.,0.504,0.142,.,.,.,.
2015,01,11,01:25,11,terra,-99999,.,-99999,.,.,.,-99999,.,-99999,-99999,.,.,-99999,-99999,-99999,.,-99999,.,.,-99999,-99999,.,-99999,-99999,-99999,-99999,-99999,-99999,.,.,.,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,.,-99999,.,.,-99999,.,-99999,-99999,-99999,.,.,.,-99999,.,.,-99999,-99999,-99999,.,.,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,.,-99999,-99999,.
2015,01,11,01:30,11,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,11,03:05,11,terra,0.484,.,0.222,.,.,.,0.117,.,.,.,.,.,.,0.45,.,.,.,.,.,0.367,0.359,.,0.114,.,0.117,.,.,0.117,.,.,.,.,.,.,.,.,0.147,.,.,0.218,.,0.142,.,.,.,.,0.414,.,0.43,0.345,.,.,.,.,.,.,.,0.411,0.411,.,.,.,0.381,0.526,0.406,.,0.32,.,0.154,.,.,.,.,0.161,.,.
2015,01,11,03:10,11,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,12,02:10,12,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,12,02:15,12,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,13,01:15,13,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,13,02:50,13,terra,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2015,01,13,02:55,13,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.816,.,0.816,.,.,0.497,.,.,.,.,.,0.664,.,.,.,.,0.634,.,0.816,.,.,.,.,.,.,.,0.242,.,.,.
2015,01,14,01:55,14,terra,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2015,01,14,02:00,14,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,14,03:35,14,terra,-99999,.,.,.,.,.,-99999,.,-99999,-99999,.,.,-99999,-99999,.,.,-99999,.,.,-99999,-99999,.,-99999,.,.,.,.,.,.,.,.,-99999,-99999,.,-99999,-99999,-99999,-99999,-99999,-99999,.,-99999,.,-99999,.,.,-99999,.,-99999,-99999,-99999,.,.,.,.,.,.,-99999,-99999,-99999,.,.,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,.,.,.,-99999,.
2015,01,15,01:05,15,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,15,02:40,15,terra,0.296,.,0.016,.,.,.,-0.008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.33,.,.,-0.008,.,.,.,.,.,.,.,.,-0.02,.,-99999,.,.,-0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.409,.,.,.,.,.,0.33,.,.,.,-0.008,.,.
2015,01,15,02:45,15,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,0.297,.,.,.,.,.,.,0.253,.,0.108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.11,.,.,.,.,.,.,.,0.315,.,0.299,.,.,.,.,.,.,.,.,0.306,.,.,.,.,0.295,.,0.345,.,.,.,.,.,.,.,.,.,.,.
2015,01,16,01:45,16,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,16,01:50,16,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,16,03:25,16,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,17,00:55,17,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,17,02:30,17,terra,0.657,.,0.305,.,.,.,.,.,0.938,.,.,.,0.364,0.44,.,.,0.364,.,.,.,0.525,.,0.16,0.393,.,.,.,.,.,.,.,.,.,.,.,.,0.106,0.471,.,0.27,0.321,-0.023,.,.,.,0.844,0.71,.,0.71,.,.,.,.,.,0.533,.,.,0.681,0.426,0.364,.,.,0.489,.,0.661,.,0.554,.,0.696,.,.,0.47,0.677,0.141,.,.
2015,01,18,01:30,18,terra,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2015,01,18,01:35,18,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,18,03:10,18,terra,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.652,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2015,01,18,03:15,18,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,19,02:15,19,terra,.,.,.,.,.,.,.,.,-99999,-99999,.,.,-99999,.,.,.,-99999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-99999,.,.,-99999,-99999,.,-99999,-99999,-99999,.,.,.,.,.,.,.,.,.,.,-99999,.,.,.,.,.,.,.,.,-99999,.,.,.,.,.,-99999,.,-99999,-99999,.,-99999,.,.,.,.,.
2015,01,19,02:20,19,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.337,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,20,01:20,20,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,20,01:25,20,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,20,03:00,20,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,21,02:05,21,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,22,01:10,22,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,22,02:45,22,terra,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2015,01,22,02:50,22,terra,0.374,.,0.047,.,.,.,.,.,.,.,.,.,0.306,0.382,.,.,0.306,.,.,0.331,0.319,.,0.21,0.283,0.289,0.279,.,0.289,.,.,.,0.714,.,.,.,.,0.135,0.626,0.248,0.503,0.155,.,.,0.33,.,.,0.318,.,.,0.331,.,.,.,.,0.404,.,.,0.265,0.248,0.344,.,.,0.201,0.427,.,.,.,.,0.655,0.314,0.344,0.343,.,0.061,.,.
2015,01,23,01:50,23,terra,-99999,.,.,.,.,.,.,.,-99999,-99999,.,.,-99999,-99999,.,.,-99999,.,.,-99999,-99999,.,-99999,.,.,.,.,.,.,.,.,-99999,-99999,.,-99999,-99999,-99999,-99999,-99999,-99999,.,-99999,.,-99999,.,.,-99999,.,-99999,-99999,-99999,.,.,.,.,.,.,-99999,-99999,-99999,.,.,-99999,.,-99999,-99999,-99999,-99999,-99999,.,-99999,.,.,.,-99999,.
2015,01,23,01:55,23,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.34,.,.,.
2015,01,23,03:30,23,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,24,01:00,24,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,01,24,02:35,24,terra,0.523,0.04,0.111,.,0.04,0.04,0.232,.,0.501,.,0.031,0.093,.,0.241,.,.,.,0.232,.,0.177,0.479,0.031,0.241,-0.038,0.264,0.418,0.236,.,.,.,.,0.437,.,.,.,.,-0.03,0.346,.,0.049,0.076,-0.05,0.093,0.287,.,.,0.52,.,0.52,0.213,.,0.138,0.04,0.042,0.098,0.29,.,0.487,0.249,0.139,0.061,.,0.3,.,0.316,0.12,0.177,.,0.235,.,.,0.025,0.098,0.015,.,0.129
2015,01,25,01:40,25,terra,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
